achievement_apvp.popup.caption	New game mode
AD_Item_Name	<font=tahoma_bold_10><color=fcffc3>[$]</font>
AD_KB_Wall_Text	King's Bounty: Legions.
AD_KB_Wall_Text_Avocado	Avocado
AD_Player_Name	<font=tahoma_bold_10><color=fcffc3>[?]</font>
AD_Player_Name_Avocado	Avocado
AD_Text	<align=left><valign=center><font=tahoma_regular_10><color=D9BF7B>[?]
AD_Text_Avocado	Avocado
AD_Text_Gift_From_Friend	[?] sent you a gift.
AD_Text_Gift_From_Friend_Avocado	Avocado
AD_Text_Gift_To_Friend	[AD_Player_Name] received your [AD_Item_Name].<br=5> Would you like to tell<br>them about it?
AD_Text_Gift_To_Friend_Avocado	Avocado
AD_Title	[FormTitleText][FormTitleColor][?]
AD_Title_Gift_From_Friend	Gift received
AD_Title_Gift_From_Friend_Avocado	Avocado
AD_Title_Gift_To_Friend	Gift sent
AD_Title_Gift_To_Friend_Avocado	Avocado



